# bug-node-scope-2026-09-08-newerhalf.tsv - scope adjudication of the 55 MOST RECENT
# (by created_at) of the 110 open, untouched, Figma-linked bug reports.
#
# WHY: figma-catalog/live/_pages.json scope decides what is a parity target. Four lanes on
# 2026-09-08 found a large share of the OLDER backlog measures against retired frames
# (v1-superseded / tombstone / excluded / held). This file covers the NEWER half and the
# answer is different: 55 of 55 are in-scope. Zero retired. The reporting template is not
# still pointing reporters at retired frames; that problem is confined to the older rows.
#
# METHOD: figma.getNodeByIdAsync(node) through the Plugin API, then a .parent walk up to the
# PAGE node, then (fileKey,pageId) looked up in live/_pages.json. 52 distinct nodes, 52 found.
#   NOT the node-id prefix - a 13xxx prefix does not imply a v2 page.
#   NOT live/<fileKey>__<page>.tsv  - 2026-08-26 snapshot, top-level frames only.
#   NOT bug-node-index.tsv          - built 2026-08-13, resolved 1 of 7 sampled nodes here.
# Page keys are (fileKey,pageId) pairs on purpose: page id 2003:674 names three different
# pages in three files, with three different scopes.
#
# ownerW/ownerH are MEASURED, not parsed from the frame name. Four Wallet 2 frames are named
# "(768 x 1024px)" and measure 375 x 812 - see the mislabelled-breakpoint note in the notes
# column. Confirmed twice each: getNodeByIdAsync width, and get_metadata on the frame.
#
bugId	createdAt	status	surface	linkFileKey	node	nodeName	ownerScreenId	ownerScreenName	ownerW	ownerH	pageId	pageName	scope	notes
b19693f3-ef95-4706-a5ee-3e621c717082	2026-09-06T02:33:12	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42310	Main container	13008:42309	Skai > Wallet > continue on web > home > receive - step 2 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
36e3bea2-e3e9-4a1d-b527-9fcb530fed98	2026-09-06T02:34:57	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42428	Main container	13008:42427	Skai > Wallet > continue on web > home > receive - set amount - step 1 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
cc1b4f96-d75f-459e-b306-d6b2be8f8837	2026-09-06T02:36:33	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:42504	Main container	13008:42502	Skai > Wallet > continue on web > home > receive - set amount - step 2 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
d1869acf-9cce-4551-b0ea-c0725e7bdb36	2026-09-05T17:48:53	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:43852	Frame 340	13008:43688	Skai > Wallet > continue on web > home > notifications 1VH (768 x 1024px)	375	812	13008:26951	✅ Wallet 2	in-scope	MISLABELLED-BREAKPOINT:name-says-768x1024-measures-375x812
89d09c38-91e9-453a-981f-69053199f2b8	2026-09-05T17:50:47	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:44069	Frame 340	13008:43905	Skai > Wallet > continue on web > home > notifications - settings 1VH (768 x 1024px)	375	812	13008:26951	✅ Wallet 2	in-scope	MISLABELLED-BREAKPOINT:name-says-768x1024-measures-375x812
c200e6c8-0a00-4378-b30f-aa27b447854c	2026-09-05T17:54:00	new	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:44082	Main container	13008:44081	Skai > Wallet > continue on web > home > notifications - sample notification 1VH (768 x 1024px)	375	812	13008:26951	✅ Wallet 2	in-scope	MISLABELLED-BREAKPOINT:name-says-768x1024-measures-375x812
98a6855f-55ca-4dfa-8196-d855893f8d7c	2026-09-05T18:00:47	new	https://wallet.skai.trade/account	mhF3BkzlTaGiLzJ7kvpmVc	13008:44256	Frame 340	13008:44200	Skai > Wallet > continue on web > home > account > edit 1VH (768 x 1024px)	375	812	13008:26951	✅ Wallet 2	in-scope	MISLABELLED-BREAKPOINT:name-says-768x1024-measures-375x812
5a4e494b-27e8-4cd9-8add-930f35a70cea	2026-09-05T22:32:32	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:50640	Frame 270	13008:50631	Skai > Wallet > continue on web > home > insights 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
17fc008b-f407-452e-b75a-a101d95242cc	2026-09-06T00:45:54	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:54424	Frame 347	13008:54402	Skai > Wallet > continue on web > home > batch - step 1 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
4ce4899c-abc8-42e9-89af-f7cf6c6c5782	2026-09-06T00:51:04	triaged	https://wallet.skai.trade/	mhF3BkzlTaGiLzJ7kvpmVc	13008:55085	Frame 346	13008:55063	Skai > Wallet > continue on web > home > batch - step 3 1VH (375 x 812px)	375	812	13008:26951	✅ Wallet 2	in-scope	
