# key	status	primaryFile	route	reason	bp
# Lane account, wave 42, 2026-09-14. 38 frames: the "Skai > Account" family of page "✅ Governance and Utilities",
# file 3sSzw1KewMtUbeLAv7uW0r — every row of status.wave41.governance-account.tsv whose title starts "Skai > Account"
# or whose primaryFile sits under src/components/account/ or src/pages/account/.
#
# Owns: src/components/account/**, src/pages/account/**, src/services/user/userStatsService.ts (read paths only).
#
# NO BROWSER, no dev server and no build were run (wave rule), so nothing here rests on a render and NO row says
# `done`. Every verdict is component source resolved against node data.
#
# FIGMA READ LIVE THIS RUN — seven calls, inside the seat's burst cap, all on the Performance overview family, which
# the previous lane never opened: get_design_context on 5523-103993 (returned sparse metadata, the board being too
# large), then get_metadata on 11793-351692 and 11875-87593, then get_design_context on four sub-nodes of the 1440
# and 375 boards — 5525-11329 (title row), 5525-11349 and 11875-87094 (the stat cards at both ends of the ladder)
# and 5525-11671 (the best/worst pair). The other 30 rows were NOT re-read and say so; they carry wave 41's verdict.
#
# THE MEASURED LADDER, off those reads (1440 / 768 / 375; the content column is 1202 / 708 / 343 at a 58 / 30 / 16
# gutter, and bands are 32 / 32 / 24 apart):
#   title       Manrope Light    32/36 → 24/28 → 20/24 at -4%   (the ladder Account.tsx already carries)
#   band head   Manrope Regular  24/28 → 18/22 → 18/22 at -4%
#   stat card   Green Coal 200 #122524, radius 16 / 16 / 12, padding 16 / 16 / 12, height 113 / 113 / 90,
#               shadow 0 10 80 rgba(0,0,0,.25); grid 4-up gap 16 / 4-up gap 8 / 2-up gap 8 both ways;
#               label Manrope Regular 14/18 → 12/16 → 12/14, figure Mulish Light 32/38 → 24/28 → 20/24,
#               delta Mulish Regular 14/18 → 14/16 → 12/14. Label pinned top, figure block pinned bottom.
#   best/worst  same fill, radius 8, padding 16 / 16 / 12, gap 12, label at 64% white,
#               figure Mulish Regular 22/26 → 16/20 → 14/16, green #17F9B4 / red #FF574A.
#
# ★ THE SOURCE FINDING, and it is the reason this lane did not do what its brief said. The brief names
# `userStatsService` as the data. Its trading half reads `getChainTrades`, which returns [] unconditionally while
# `CHAIN_MIRRORS_RETIRED` is true (src/services/chain/chainMirrors.ts:33 — the chain_* Supabase mirrors were archived
# 2026-05-01 and the SELECT grant revoked). So winRate, pnl and totalTrades are a division over an empty array for
# EVERY wallet, and they arrive in the same shape a healthy read produces. Mounting the component on that service
# would have printed a confident "0%" win rate and "+$0.00" PnL to every user who has ever traded — the same defect
# class as the $0.05 SKAI floor, wearing a different coat. The build reads `getUserAnalytics` instead, through a new
# src/components/account/overviewFigures.ts that also carries the withholding rule (a figure with no closed position
# behind it is null, and null prints an em dash). No row on this page fabricates a number.
#
# COMMITS (superproject): fd3ed1e2 overviewFigures, 72c6ec71 PerformanceOverview rebuild, b8217ebc the mount,
# 53491db7 the retargeted position test, 52bf64e1 the type-ladder test, 73c52665 the card removal,
# fa40b2d5 the reference cleanup.
#
# ✅ RULED 2026-09-14 — THE CARD IS RETIRED. The My-account board's Overview card (5518:102068) and the Performance
# overview boards printed the same six figures from the same service at two sizes, and one page cannot print them
# twice. Casey ruled that Figma draws the band, so the band survives: src/components/account/AccountOverviewCard.tsx
# and its test were removed in 73c52665, and the comments and the one stale vi.mock that still named it were cleared
# in fa40b2d5. The tree was grepped first (src, modules/*/src, tests) and held no other importer.
#
5518-102068	furniture	src/components/account/PerformanceOverview.tsx	/account	RETIRED BY RULING, not measured. This is the My-account board's Overview card, six 210x76 tiles printing trading volume, win rate, average trading size, best trade, worst trade and profit factor. The Performance overview boards (5523-103993 and siblings) print the SAME six figures from the same service at a different size, and /account cannot draw both. Casey ruled 2026-09-14 that Figma draws the band and not the card, so src/components/account/AccountOverviewCard.tsx and its test were removed (73c52665) and the band stands in the slot the card held, between the identity card and the tier/referral pair. The frame itself was NOT opened this pass, so no width verdict is claimed for it; it is furniture superseded by 5523-103993, and that row carries the measurements.	1440=n-a 768=n-a 375=n-a @2026-09-14/wave42-account
5518-100072	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. ROUTE CORRECTED BY RULING, not by measurement: Casey ruled 2026-09-14 17:35 that /account owns the "Skai > Account" frames and /:username stays the public profile, so this row's host file moves from src/pages/account/UserProfile.tsx to src/pages/account/Account.tsx. The board itself was not opened, so the verdict carries. What landed on the route this pass is the Performance overview band (5523-103993), which now stands between the identity card and the tier/referral pair.	1440=not-started 768=n-a 375=n-a @2026-09-14/wave42-account
5518-101256	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. Same route correction by ruling as 5518-100072; the 1VH variant of that board.	1440=not-started 768=n-a 375=n-a @2026-09-14/wave42-account
11768-349002	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. Same route correction by ruling as 5518-100072.	1440=n-a 768=not-started 375=n-a @2026-09-14/wave42-account
11768-350087	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. Same route correction by ruling as 5518-100072.	1440=n-a 768=not-started 375=n-a @2026-09-14/wave42-account
11875-44348	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. Same route correction by ruling as 5518-100072.	1440=n-a 768=n-a 375=not-started @2026-09-14/wave42-account
11875-86552	not-started	src/pages/account/Account.tsx	/account	NOT RE-READ THIS PASS. Same route correction by ruling as 5518-100072.	1440=n-a 768=n-a 375=not-started @2026-09-14/wave42-account
5526-47972	partial	src/components/account/SettingsTab.tsx	/account	NOT RE-READ THIS PASS — carried from wave 41, which measured this board and left it partial. Untouched by this lane: the settings block below the overview band is unchanged, and the band was inserted above it without moving the 367 + 40 + 795 row.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
5529-72564	partial	src/components/account/SettingsTab.tsx	/account?tab=token	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
5529-73119	partial	src/components/account/SettingsTab.tsx	/account?tab=preferences	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
11881-94366	partial	src/components/account/SettingsTab.tsx	/account?tab=preferences	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
11846-355280	partial	src/components/account/SettingsTab.tsx	/account?tab=preferences	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
11881-89414	partial	src/components/social/ProfileSetupForm.tsx	/account?tab=profile	NOT RE-READ THIS PASS — carried. NOT THIS LANE'S FILE: the profile pane is Account.tsx:310-322 plus src/components/social/ProfileSetupForm.tsx, and src/components/social/** is off limits to this lane. Recorded, not edited.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
11843-353663	partial	src/components/social/ProfileSetupForm.tsx	/account?tab=profile	NOT RE-READ THIS PASS — carried. NOT THIS LANE'S FILE (src/components/social/**).	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
11881-93654	partial	src/components/social/ProfileSetupForm.tsx	/account?tab=token	NOT RE-READ THIS PASS — carried. NOT THIS LANE'S FILE (src/components/social/**, show="token").	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
11846-354965	partial	src/components/social/ProfileSetupForm.tsx	/account?tab=token	NOT RE-READ THIS PASS — carried. NOT THIS LANE'S FILE (src/components/social/**, show="token").	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
5529-49244	partial	src/components/account/SecurityTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
11881-89626	partial	src/components/account/SecurityTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
11843-354091	partial	src/components/account/SecurityTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried from wave 41. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
11271-125083	partial	src/components/account/SettingsTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. The 2FA setup dialog (handleSetup2FA :451, handleVerify2FA :499) over src/services/security/twoFactorService.ts. Untouched by this lane.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
12080-415107	partial	src/components/account/SettingsTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. 2FA auth-app dialog, 1VH. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
12080-415417	partial	src/components/account/SettingsTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. 2FA auth-app dialog, 1VH. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
12080-414162	partial	src/components/account/SettingsTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. 2FA auth-app dialog, 1VH. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
12080-414477	partial	src/components/account/SettingsTab.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. 2FA auth-app dialog, 1VH. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
11302-128586	partial	src/components/account/parts/DataPrivacySection.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. Mounted from SettingsTab.tsx:1601. Untouched by this lane.	1440=partial 768=n-a 375=n-a @2026-09-14/wave42-account
12080-415727	partial	src/components/account/parts/DataPrivacySection.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. Delete-account pane, 1VH. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
12080-414792	partial	src/components/account/parts/DataPrivacySection.tsx	/account?tab=security	NOT RE-READ THIS PASS — carried. Delete-account pane, 1VH. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
11881-88859	partial	src/components/account/SettingsTab.tsx	/account	NOT RE-READ THIS PASS — carried from wave 41. The 375 settings list. Untouched by this lane.	1440=n-a 768=n-a 375=partial @2026-09-14/wave42-account
11843-353118	partial	src/components/account/SettingsTab.tsx	/account	NOT RE-READ THIS PASS — carried from wave 41. The 768 settings list. Untouched by this lane.	1440=n-a 768=partial 375=n-a @2026-09-14/wave42-account
