# key	status	primaryFile	route	reason	bp
# Lane games-cards, wave 41, 2026-09-14. Sections blackjack, baccarat, video-poker, roulette, skratch; 49 frames, every
# one re-measured this pass (reMeasure: true on all of them), done rows included.
#
# HOW THEY WERE READ. Five get_metadata calls, one per page - 9003:112414 (Blackjack), 9737:13088 (Baccarat),
# 9737:13085 (Roulette), 9737:13087 (Video Poker), 9003:133221 (Scratchers) - each returning the whole subtree, so all 49
# frames and every descendant were read LIVE this run rather than cited. Three get_design_context calls went deeper where
# fills, radii and type mattered: 9178:9840 (the phone board), 9003:119993 (the phone bet panel) and 11746:16484 (the
# phone paytable strip).
#
# THE 09-10 REDRAW, MEASURED. Four of the five games had their phone surfaces replaced by full-bleed 375 ones and one
# did not:
#   blackjack   board 9178:9840 347x410 -> 375x410; panel 9178:10465 347x464 -> 375x498; page 9003:119858 -> 375x3255
#   scratchers  board 11746:16472 375x439 (was 9212:24967 347x410); panels 9212:24729 375x350, 9212:24822 375x670
#   baccarat    board 9873:722 375x307, panel 9873:584 375x316 on page 9799:18183 (375x3128)
#   video-poker board 9760:10103 375x353, panel 9738:13908 375x176 on page 9738:13811 (375x3058)
#   roulette    board 10250:14683 375x370, panel 10250:15010 375x316 - already fitted on 2026-09-11, re-verified here
# The old 347 standalone frames (9903:4652, 10250:14562, 9760:9691, 9760:9933, 9621:1282) were left on the canvas and are
# superseded; each says so in its row. Every 1440, 768 and 954x621 frame is byte-identical in geometry to its last read.
#
# NO BROWSER WAS USED (wave rule). Every verdict is resolved from the source against node data read live this run; a
# `done` row states the frame numbers and the constant that resolves them, and nothing claims a DOM measurement.
#
# CASEY RULING 090e759d (2026-09-14) is carried in the two Roulette page rows: under Bet the panel keeps only the Your
# Bets total card. Clear, Repeat and Last spins were removed in fc374924; no bet, settle or payout line was touched and
# neither control lost its only route.
Desktop [9799-19202]	done	modules/skai-gaming/src/components/play/games/cards/BaccaratGame.tsx	- (modal only)	RE-READ LIVE off page 9737:13088 and UNCHANGED by the 09-10 pass: 954x621, deck 9799:19203 130x143.684 at (764,-72), ribbon group 9825:21261 302x69 at (326,276), bet-cell row 9815:19448 735x110 at (109,461), hands 9825:20829 579x208.12 at (188,51), the two attribution rows 58x18 at (25,578) and 56x18 at (873,578). Every one of those is the number the shipped ratios resolve at a 952 content box, so the wave-37 verdict stands against the frame as it is drawn today.	1440=done 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Roulette (375 x 812px) [9799-15822]	partial	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	REBUILT FULL-BLEED AND RE-READ LIVE: 375x3164. The bento 9799:15833 is at x=0 375 wide, with the board 10250:14683 (375x370: wheel 200x200 at (87,12), result slot 30x30 at (27,97), table 343x121.68 at (16,236), the Undo/Clear pair 29x8 at x=16 and x=330 at y=220 ABOVE the table) over the panel 10250:15010 (375x316: CTA 343x52 at y=12, then 343x66 at 80, 343x84 at 162, 343x42 at 262). The widget was already fitted to this cut on 09-11 - full-bleed row, wheel at 200, Undo/Clear above the table, panel rounded-none px-4 py-3 - and this pass re-verified it against the frame rather than re-fitting it. Ruling 090e759d applied (fc374924). STILL OPEN: the wheel numeral radius, as at 1440.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
Starting [9799-16557]	frame-defect	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	RE-READ LIVE: 954x621 empty board, unchanged, and the low-half outside cell still prints the second dozen's label. Page-wide count this pass: 13 to 24 x19, 19 to 36 x9, 1 to 18 x0 - so the slot the code fills with 1 to 18 is drawn 13 to 24 on all nine board frames. The frame is wrong and the code is right; nothing to build.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Starting [9903-2404]	frame-defect	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	RE-READ LIVE: 954x621 with four chips on Red, unchanged, same even-money mislabel (see the page-wide count on 9799-16557). Not buildable as drawn.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Starting [9903-2608]	frame-defect	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	RE-READ LIVE: 954x621 resolved on 2 with the 3.00x badge, unchanged, same even-money mislabel. Not buildable as drawn.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Starting [9903-3303]	frame-defect	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	RE-READ LIVE: 954x621 resolved on 21, unchanged, and it carries TWO defects - the even-money mislabel shared with the other eight frames, and a bottom number row that starts at 3, so pocket 3 prints twice and pocket 1 not at all. The code's pocket order is the wheel's and is right.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Starting [9948-22956]	frame-defect	modules/skai-gaming/src/components/play/games/instant/RoulettePro.tsx	/play/roulette	RE-READ LIVE: 954x621 with the static wheel (turret tips on the cardinals), unchanged, same even-money mislabel. The wave-29 table and footer fixes land on it unchanged; ruling 090e759d removed a Clear/Repeat/history block this frame never drew either.	1440=broken 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Auto [9212-24729]	partial	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBetPanel.tsx	/play/scratchers	REDRAWN 347x359.333 to 375x350 AND RE-READ LIVE off page 9003:133221; PART-FIXED THIS PASS (dd3fbf45). Full-bleed, every row at x=16 on a 343 column: CTA 343x52 at y=12, stake block 343x84 at 80, Number of Bets 343x60 at 180 (label 14 plus a 38-high card at y=22), Advanced row 343x24 at 256 with a 40.59x24 toggle right-aligned, mode track 343x42 at 296 with two 165.5x34 halves - 296+42+12 = 350. The panel now draws px-4 py-3 with no corner, so its column is 343 and its pitch the frame's 16. STILL OPEN: the Number-of-Bets card is 38 here against the stake field's 40, and the shipped panel uses one field height for both.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
Auto - Advanced [9212-24822]	partial	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBetPanel.tsx	/play/scratchers	REDRAWN 347x687 to 375x670 AND READ WHOLE FOR THE FIRST TIME (no pass had opened its interior). Full-bleed 343 column: CTA 52 at 12, stake 84 at 80, Number of Bets 60 at 180, Advanced 24 at 256, then FOUR 343x64 rows at 296 / 376 / 456 / 536 (On Win, On Loss, Stop on Win, Stop on Loss), mode track 343x42 at 616; 616+42+12 = 670, every seam +16. The full-bleed inset landed this pass (dd3fbf45). STILL OPEN: the four advanced rows are 64 here and 66 on the desktop twin 9212:22275, and the shipped panel draws one height for both.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
Card out [9003-139146]	done	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBetPanel.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED at 356x621: 324 column at x=16, ladder 16 (mode track 324x42) - 74 (stake 324x90) - 180 (Number of Bets 324x66) - 262 (Advanced 324x24) - 302 (CTA 324x52), every seam +16. That is the desktop order and padding the panel ships and which this pass did not touch; only the base cut moved to the phone frame's 16-by-12.	1440=done 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Card out [9212-22275]	partial	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBetPanel.tsx	/play/scratchers	RE-READ LIVE AND IT MOVED: 356x695.333 to 356x698. Read whole this pass: 324 column, ladder 16 (mode 42) - 74 (stake 90) - 180 (Number of Bets 66) - 262 (Advanced 24) - 302 / 384 / 466 / 548 (four 324x66 advanced rows) - 630 (CTA 52), 630+52+16 = 698. The 2.667 is the advanced rows rounding from 65.333 to a flat 66. STILL OPEN: the shipped advanced rows are not pinned to 66 at 1440 and 64 at 375; one height serves both.	1440=partial 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Desktop [9212-20910]	done	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBoard.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED: 954x621 with the card frame 9212:20911 476x476 at (238.5,20) and the paytable strip 9212:21235 884x90 at (35,516). Both are what the shipped board section resolves at lg (max-w-[476px] aspect-square, the strip on the frame's 884 inside a 906 content box), and the desktop ratios pad/frame 0.06479, radius/frame 0.02592, gap/cell 0.12064 are untouched by this pass - the phone got its own numbers, the desktop kept these.	1440=done 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Desktop [10221-7338]	done	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBoard.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED: 954x621, card 10221:7339 476x476 at (238.5,20), strip 10221:7663 884x90 at (35,516) - geometrically identical to 9212-20910 and still absent from registry.json (the page carries 21 live children, the registry 20). Same verdict for the same measurements.	1440=done 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Mobile [11746-16472]	partial	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBoard.tsx	/play/scratchers	REDRAWN 347x410 to 375x439 AND RE-READ LIVE; PART-FIXED THIS PASS (dd3fbf45 and e2df0b16). Full-bleed: card frame 11746:16473 343x343 at (16,13), grid 11746:16474 319x319 at pad 12, nine 101px cells at pitch 109 (gap 8), paytable strip 11746:16484 343x58 at (16,368) - a 12 gap under the card and a 13 foot. The section now draws px-4 py-[13px] instead of p-3, so the card is 343 not 351, and the strip was rebuilt to this frame (six across, 51.833 chips at a 4 gap, 26 high on a 6 corner with 6 of padding, an 8px glyph and Mulish 10/14). STILL OPEN AND NAMED: the card's INTERIOR is still derived from the desktop ratios, which at 343 give pad 22.2 and gap 12.2 where this frame draws 12 and 8 - the phone board is no longer a scaled copy of the 476 one and needs its own pad/gap pair behind md, not a third ratio.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
Mobile ALT [9621-1282]	frame-defect	modules/skai-gaming/src/components/play/games/instant/scratchers/ScratchBoard.tsx	/play/scratchers	RE-READ LIVE and TWICE SUPERSEDED. It is still 347x410 - the pre-09-10 inset drawing, replaced by 11746:16472 (375x439) - and it still carries the half-applied rescale it was filed for: its paytable strip 9621:1607 is 8.637 taller than the finished frame's. It also draws only FOUR chips, dropping the 75x and 250x rows. Not followed at any scale.	1440=n-a 768=n-a 375=broken @2026-09-14/wave41-games-cards
modal [9220-26119]	partial	src/components/auth/GeoRestrictedRoute.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED at 564x658. Still NOT a Scratchers surface: it is the region-block dialog, and the app already implements region denial in src/components/auth/GeoRestrictedRoute.tsx, outside this module entirely. Building it would give one concern two competing modals. The copy is parked in scratchersPageContent.ts (SCRATCHERS_REGION_MODAL_DEFERRED, imported by nothing). HAND-OFF: needs a product ruling and an owner for src/components/auth/GeoRestrictedRoute.tsx before anything is built.	1440=n-a 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Scratchers (1440 x 900px) [9003-142707]	partial	modules/skai-gaming/src/pages/play/ScratchersPageSections.tsx	/play/scratchers	RE-READ LIVE and UNCHANGED at 1440x3294. Nothing this pass reaches 1440: the strip's six-across row, the 10px chip gap and the 42h chips are all behind md and unchanged, and the board section keeps lg:p-6 and lg:rounded-[16px]. The wave-11 page column stands; its rows were not re-measured here.	1440=partial 768=n-a 375=n-a @2026-09-14/wave41-games-cards
Skai > Play > Casino > Scratchers (375 x 812px) [9212-23847]	partial	modules/skai-gaming/src/components/play/games/instant/ScratchCardPro.tsx	/play/scratchers	REBUILT FULL-BLEED AND RE-READ LIVE: 375x2922 (was 1605). Title row 9212:23851 343x32 at x=16, bento 9212:23858 at x=0 375 wide, then the page column at 16/343 (Main container 11758:17128 343x204, the rule at y=1663, Frame 642 343x1097). FIXED THIS PASS (dd3fbf45): the widget's body row drops its p-2 so board and panel run to 375, the panel takes the frame's 16-by-12 inset with no corner, the board section takes 16-by-13, and the paytable strip was rebuilt to 11746:16484. STILL OPEN: the card frame's interior pad/gap (see 11746-16472) and the page column below the bento, which was not re-measured.	1440=n-a 768=n-a 375=partial @2026-09-14/wave41-games-cards
