Casino > New games [4714-31722]	partial	modules/skai-gaming/src/components/play/ui/PlayFilterBar.tsx	/play?filter=new	[DEFECT-SCOPE] [scope:in-scope] [was: frame-defect vs partial] NEITHER ROW IS WRONG - different scopes on one frame. status.wave3.frame-defects.tsv:11 is a frame-defect row that names every frame a drawn defect appears on; per SCHEMA frame-defect means the FRAME is wrong and the code is right, so it coexists with an implementation verdict rather than contradicting it. Implementation verdict 'partial' stands; the defect stays separately visible to design.
Social [5101-186045]	done	src/pages/social/SocialFeed.tsx	/social	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:2 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.social.tsv:1 (subject 5100-183573) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social [5194-271601]	done	src/components/social/feed/PostCard.tsx	/social	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:4 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > Sample creator profile [4948-143477]	done	src/pages/account/UserProfile.tsx	/:username	[SUBJECT-ELSEWHERE] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:58 (subject 9640-213001) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social > Sample creator profile [4954-147061]	done	src/pages/account/UserProfile.tsx	/:username	[SUBJECT-ELSEWHERE] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:56 (subject 4948-143477), status.wave2.social-a.tsv:25 (subject 5124-203728) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social > Discover [5110-188367]	partial	src/pages/social/Discover.tsx	/discover	[SUBJECT-ELSEWHERE] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:7 (subject 5110-187509), status.wave2.social-a.tsv:94 (subject 10302-184716) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social > Discover [5111-190017]	done	src/pages/social/Discover.tsx	/discover	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:12 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > Live [4998-155882]	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:23 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
Social > Messages > Sample Conversation > Dropdown options [5162-265801]	partial	src/components/messages/MessageBubble.tsx	/messages/:conversationId	[SUBJECT-ELSEWHERE] [scope:in-scope] [was: done vs partial] WRONG ROW: status.wave2.social-a.tsv:34 (subject 10216-182394), status.wave2.social-a.tsv:36 (subject 11387-73530), status.wave2.social-a.tsv:106 (subject 11373-23253) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict. MEASUREMENT CAVEAT: /messages cannot paint in dev - src/pages/social/Messages.tsx:173 returns a 'Connecting wallet' skeleton + spinner whenever !account?.address, and the comment at :172 calls it 'Waiting for auto-connect'. So this verdict is an IMPLEMENTATION claim, not the MEASURED PARITY that SCHEMA reserves `done` for. NEEDS: a re-measure at 1440/768/375 with a wallet that actually connects.
Social > Messages > Sample Conversation > Groups [5164-266951]	done	src/pages/social/messages/ConversationList.tsx	/messages	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:50 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.wave2.social-a.tsv:103 (subject 11380-23801) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict. MEASUREMENT CAVEAT: /messages cannot paint in dev - src/pages/social/Messages.tsx:173 returns a 'Connecting wallet' skeleton + spinner whenever !account?.address, and the comment at :172 calls it 'Waiting for auto-connect'. So this verdict is an IMPLEMENTATION claim, not the MEASURED PARITY that SCHEMA reserves `done` for. NEEDS: a re-measure at 1440/768/375 with a wallet that actually connects.
Social > Messages > Sample Conversation > Message requests > Sample message [5171-270124]	done	src/components/messaging/MessageRequestsSurface.tsx	/messages	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:52 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. MEASUREMENT CAVEAT: /messages cannot paint in dev - src/pages/social/Messages.tsx:173 returns a 'Connecting wallet' skeleton + spinner whenever !account?.address, and the comment at :172 calls it 'Waiting for auto-connect'. So this verdict is an IMPLEMENTATION claim, not the MEASURED PARITY that SCHEMA reserves `done` for. NEEDS: a re-measure at 1440/768/375 with a wallet that actually connects.
Social > Messages > Sample Conversation > multi-select / profile [5160-207895]	partial	src/pages/social/Messages.tsx	/messages/:conversationId	[SUBJECT-ELSEWHERE] [scope:in-scope] [was: done vs partial] WRONG ROW: status.wave2.social-a.tsv:115 (subject 11369-24298) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict. MEASUREMENT CAVEAT: /messages cannot paint in dev - src/pages/social/Messages.tsx:173 returns a 'Connecting wallet' skeleton + spinner whenever !account?.address, and the comment at :172 calls it 'Waiting for auto-connect'. So this verdict is an IMPLEMENTATION claim, not the MEASURED PARITY that SCHEMA reserves `done` for. NEEDS: a re-measure at 1440/768/375 with a wallet that actually connects.
Social > Live [4943-129014]	done	src/components/streaming/LiveStreamsBrowser.tsx	/streaming	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:24 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.social.tsv:23 (subject 4998-155882) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
Social > Sample post / token [5114-194778]	blocked-on-backend	src/components/social/post/TokenPostDetail.tsx	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: blocked-on-backend vs not-started] WRONG ROW: status.social.tsv:66 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.wave2.social-a.tsv:39 (subject 5115-197431) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social > Sample post / token [5116-199727]	blocked-on-backend	src/components/social/post/PostTokenChartCard.tsx	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: blocked-on-backend vs not-started] WRONG ROW: status.social.tsv:67 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > Sample post / token [9640-211967]	partial	src/components/social/post/PostTokenChartCard.tsx	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: not-started vs partial] WRONG ROW: status.social.tsv:68 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > My post / token [9658-217019]	blocked-on-backend	src/components/social/post/TokenPostDetail.tsx	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: blocked-on-backend vs not-started] WRONG ROW: status.social.tsv:70 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > My post / token [5222-11064]	blocked-on-backend	src/components/social/post/TokenPostDetail.tsx	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: blocked-on-backend vs not-started] WRONG ROW: status.social.tsv:69 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins.
Social > My post / token [5222-11708]	blocked-on-backend	src/components/social/feed/postImageUpload.ts	—	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: blocked-on-backend vs not-started vs partial] WRONG ROW: status.social.tsv:71 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.social.gaps.tsv:58 (subject 10335-234351), status.wave2.social-a.tsv:19 (subject 10335-236021) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict.
Social > Live > Stream type modal > Sample stream [5000-158255]	done	src/components/streaming/IVSPlayer.tsx	/streaming/:streamId	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:26 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. ALSO: WRONG ROW: status.social.gaps.tsv:27 (subject 5015-179843), status.social.tsv:27 (subject 5015-179843) - the row's own SUBJECT is a different node, and it names this frame only as the container of, contrast to, or precedent for that subject. Subject read by the catalog's two stated conventions: an id in the family column, else an id opening the reason ('node 9640-213001 - ...'). A containment reference indexed as a verdict. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
Social > Live > Go live [10094-247131]	done	src/components/streaming/IVSBroadcasterV2.tsx	/streaming/:streamId	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:33 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
Social > Live > Go live > setup stream [10094-250637]	done	src/components/streaming/IVSBroadcasterV2.tsx	/streaming/:streamId	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: done vs partial] WRONG ROW: status.social.tsv:34 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
Social > Live > Go live > setup stream > Skai studio > select thumbnail [10094-253395]	partial	src/components/streaming/StreamThumbnailPicker.tsx	/streaming/:streamId	[SOCIAL-SUPERSEDED] [scope:in-scope] [was: not-started vs partial] WRONG ROW: status.social.tsv:36 - status.social.tsv is the PRE-FIX census and every one of its verdicts rests on src/components/social/SocialTradingFeed.tsx being unmounted. VERIFIED 2026-08-26: SocialTradingFeed still has 0 JSX mounts, but the surface was rebuilt on DIFFERENT components, which do mount - SocialFeed(1), DiscoverFeed(1), DraftsDialog(1), CreateNewMenu(1), FeedCommentsDialog(1), StreamViewersPanel(1), StreamChatPopout(2), GroupFormSheet(2) - and /social is routed at src/App.tsx:1900. status.social.gaps.tsv is the post-fix record and wins. MEASUREMENT CAVEAT: /streaming is gated at src/pages/social/Streaming.tsx:877 on `!isSuperAdmin && !isFeatureEnabled("STREAMING_PUBLIC")`, and src/config/features.ts:297 defaults STREAMING_PUBLIC to false (it reads VITE_STREAMING_PUBLIC === 'true'). Whether a normal user sees this surface depends on a feature_flags row, which this lane did not query. The row's 'now reachable by normal users' is true only if that row is on.
