# bug_id	node	fileKey	pageId	pageName	scope	status	url	title
# Figma scope adjudication, 2026-09-08. The 55 OLDEST figma-linked reports in the untouched set, one row each.
# METHOD: figma.getNodeByIdAsync(node) via the Plugin API, then walk .parent up to the PAGE node. Scope then read
# off live/_pages.json keyed on (fileKey, pageId) -- never on pageId alone, which collides across files.
# NOT USED, deliberately: the id prefix (12 rows here carry 134xx/135xx prefixes and sit on Home 1, not a v2 page),
# and the live/<fileKey>__<page>.tsv snapshots (dated 2026-08-26, top-level frames only, so an inner node misses).
# RESULT: 43 in-scope, 12 v1-superseded. No tombstone, no held, no excluded, no node-not-found -- all 55 resolved.
# The 12 v1-superseded rows are one cluster, the Home 1 deposit-encouragement flow. See
# HOME1_DEPOSIT_FLOW_FRAME_FACTS_2026-09-08.md -- they have no v2 replacement AND they are the newest-drawn
# frames in the file's Home pages, which is evidence against reading them as retired. Casey's call, not a lane's.
a0588415-d000-4d2e-bef2-faf5cdcff5a6	11211:82876	3sSzw1KewMtUbeLAv7uW0r	4459:128102	Play	in-scope	triaged	https://app.skai.trade/play	The Play Page needs to have the unnecessary scroll bars removed and the UI needs to be reconstructed to mat...
52f1c53e-fb9e-4d90-b029-ca291e65f9b9	11211:82932	3sSzw1KewMtUbeLAv7uW0r	4459:128102	Play	in-scope	triaged	https://app.skai.trade/play	The current Play search dropdown does not function and the live player count above needs to be removed as t...
dc81dbdd-73f7-449d-8347-782c5b07c5f5	11214:131465	3sSzw1KewMtUbeLAv7uW0r	4459:128102	Play	in-scope	triaged	https://app.skai.trade/play	Mobile view (375px) - Play > Casino > Side Tab Currency Icon
cf9177c9-a1ae-412e-8912-ceb51284535d	9099:147023	3sSzw1KewMtUbeLAv7uW0r	4459:128102	Play	in-scope	triaged	https://app.skai.trade/play	In the featured game sections a lot of the UI is missing as there is no card that says show all fetured lik...
75648145-75cd-43e0-abd0-9757db8b1b61	13006:136580	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/trench	Token Info
ec7e4b0f-7da2-45ec-9a94-6fc8b77056e2	13006:158914	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/trench	Trade › Trench › Adjust trench settings (Metrics): color swatches render as empty radio circles, color pick...
310fc947-9fbc-4527-8398-60f0bfc4b75a	13006:159069	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/trench	Trade › Trench › Adjust trench settings (Row): Protocol row colors shows 2 chips against 12 in design, chip...
a618dd91-c100-46f7-b760-e874a01467b4	13006:159189	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/trench	Trade › Trench › Adjust trench settings (Extras): five sections missing — Portfolio balance, Wallet groups,...
4601d4e7-edce-4360-b712-83c94c91e5bf	13006:181753	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Adjust tracker settings (Toasts › Display): Name toggle renders green instead o...
d24d5729-7f6d-45b1-8770-0dbfc08a1aa2	13006:181869	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Adjust tracker settings (Toasts › Market): Average bought toggle renders green ...
3898945c-8b72-46d2-8afa-7170d939a5c2	13006:296673	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Market pulse (New pairs): screen does not match Figma — token cards missing metadata rows,...
34efdb57-ce11-4016-84f2-29d425899cbd	13006:299323	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/crypto/BUTTBULL	Trade › Trench › Tables - Transactions: Type value not rendered as pill, missing volume bar and row action ...
fffbb0c2-fce2-4167-9f85-ddcfe9c71cdf	13006:303655	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/crypto/BUTTBULL	Trade › Trench › One-click trade settings (Sell): a One-click sell field renders per section instead of one...
ee5498f0-da2a-4238-9388-7fd13c9d373b	13006:303738	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/crypto/BUTTBULL	Trade › Trench › One-click trade settings: modal vertically centered instead of anchored low, close icon un...
3164f604-5e7c-4bc2-8a5a-dc9f85364c24	13006:304891	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/crypto/BUTTBULL	Trade › Trench › One-click trade settings (Buy): two section chips appear selected simultaneously, modal ce...
b917f2eb-39f8-4f10-9106-45f4a4a04cad	13006:306051	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	triaged	https://app.skai.trade/crypto/BUTTBULL	Trade › Trench › One-click trade settings (Sell): Migrated row defaults to % while others default to Init, ...
35a83a5a-f4d9-4581-9291-899d9f85fac3	13006:313250	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Alerts (toggle on): sound names differ from design, modal centered instead of anchored low
6314a9f8-66eb-4414-a706-c27cc32ecac3	13006:319384	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Wallets (empty): Tracker button reduced to a bare gear on its own row, content ...
d5becad2-2e4d-4bd9-9786-144df226c785	13006:319525	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Wallets Manager: populated list state not reachable — app still shows the empty...
11922375-4ae7-42cd-9146-8601ae859ece	13006:319762	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Live trades: feed shows exchange and bridge wallets rather than tracked X accou...
3bef3214-ef87-4971-9499-406e19d5808f	13006:320262	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › KOLs: list never loads past "Loading KOL wallets…"; KOL details header, rows an...
b93d2ba7-fc55-4e7c-96c3-1678869c63ac	13006:321307	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Wallets › Add wallet: third field labelled Folder instead of Groups, avatar pic...
c5aff1d2-2c59-452f-9d32-3110f7b748c9	13006:321483	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › X accounts (empty): Wallets/X accounts tab row replaced by a card heading, Popu...
73251ec8-4f29-4caf-8727-8a16ddce2556	13006:321618	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › X accounts (Popular): ranked account list renders empty; search field and Add h...
2afad50f-cd3e-46de-84b2-6c70e5950951	13006:321865	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › X accounts (My list): My list state not reachable — tab does not switch; inline...
0fa40064-bbd5-4851-a4d6-9f5f84e67a81	13006:356662	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Pulse card: Boost status indicator missing — action icon row absent from token card
8cc87deb-4663-4cd8-a0de-6f33356d4e00	13006:356801	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Pulse card: Boost countdown state missing — no timer pill variant on action icon row
0b2ad6e1-7121-436a-87a6-9cf66d5dce80	13006:356941	mhF3BkzlTaGiLzJ7kvpmVc	13006:134300	Trade 2	in-scope	new	https://app.skai.trade/trench	Trade › Trench › Trackers › Wallets Manager › Import wallets: "Add to specific folder" toggle and its helpe...
d5d78ba5-8a49-48a0-90e4-2948783a7555	13008:122995	mhF3BkzlTaGiLzJ7kvpmVc	13008:110718	Home 2	in-scope	triaged	https://app.skai.trade/?tab=whale	The overall whale’s flow UI doesn’t match the approved Figma layout.
aa1d2103-8e68-46f3-ba38-c8fa309c546d	13008:123304	mhF3BkzlTaGiLzJ7kvpmVc	13008:110718	Home 2	in-scope	triaged	https://app.skai.trade/?tab=whale	Market tecnicals under whales flow is unavailable and doesn’t match Figma.
c484ebe2-69f3-45b2-8afe-1b4bbadbc7b2	13008:125427	mhF3BkzlTaGiLzJ7kvpmVc	13008:110718	Home 2	in-scope	new	https://app.skai.trade/	Add Whales popup UI doesn’t match Figma design.
c312bfc9-2675-4179-8c4b-342224bfc844	13391:167512	mhF3BkzlTaGiLzJ7kvpmVc	13008:110718	Home 2	in-scope	triaged	https://app.skai.trade/?tab=market	The Market Intel AI insights and prediction markets are not generating properly. Please match to Figma exac...
4391de90-5a89-4965-8b05-4ffd555928aa	13436:181794	mhF3BkzlTaGiLzJ7kvpmVc	13008:110718	Home 2	in-scope	triaged	https://app.skai.trade/?tab=sentiment	The Trending Topics Modal under Intelligent support needs to be added to new design
4d410bbf-f2ec-4497-a009-cdfb04a5a760	13484:48643	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Buy with fiat option
28d5686e-25df-4fcb-a23c-cf85e01fd0ac	13486:49332	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Modal 1 send/buy
3863371d-50ba-4d82-8e90-b7f1d1496f78	13486:49630	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile
9ecb03c8-5a45-40dd-97f4-e6fd4e98eb56	13486:49723	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile
0734c994-f026-4046-8b19-7c2527ca7431	13490:168974	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Buy with fiat option - select currency
97a46c55-af28-4a90-afd5-2647abc47307	13490:169814	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Buy with fiat option - pay with
b6df3c2f-6671-49c2-86a4-8743a534f5d0	13490:170320	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Send Crypto
627e8ed1-034a-4a6b-92d0-a437fe14da8e	13495:171067	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Send Crypto
86a8d277-1849-4ddb-a92d-8784a3a9b061	13495:171110	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Send Crypto
c41bbe7b-ba2a-4677-813c-fd1ffffa667e	13502:171904	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Quick Balance
81ead45f-93dc-490d-9df0-721fb9607ce2	13502:171979	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Quick Balance - Wallet Mini - Dropdown Wallets
f3e21bd2-3da8-4e5d-b8b6-ac93754df7e1	13502:172088	mhF3BkzlTaGiLzJ7kvpmVc	2003:674	Home 1	v1-superseded	backlog	https://app.skai.trade/	Home (with deposit) - Browser + Tablet + Mobile - Send Crypto - Deposit received
